source_name,task_name,model_id,split_name,hidden_dim,seeds,test_n,auroc_mean,auroc_std,auprc_mean,auprc_std,balanced_accuracy_mean,balanced_accuracy_std,exposure_delta_mean,exposure_delta_std,scaffold_exposure_delta_mean,scaffold_exposure_delta_std,nn06_exposure_delta_mean,nn06_exposure_delta_std,nn07_exposure_delta_mean,nn07_exposure_delta_std,nn08_exposure_delta_mean,nn08_exposure_delta_std,nn09_exposure_delta_mean,nn09_exposure_delta_std,density_matched_delta_mean,density_matched_delta_std,temporal_drop_mean,temporal_drop_std,runtime_sec_mean,runtime_sec_std
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,density_matched_clean,128,10,224,0.9844722693831354,0.0067578745665288,0.9955563192907826,0.0032338078833001,0.9359649122807016,0.0121311363078395,-0.087449605584826,0.0141080163250112,-0.0824144558771471,0.0155414350324449,,,,,-0.0824144558771471,0.0155414350324449,,,-0.087449605584826,0.0141080163250112,0.2813804594380362,0.0438663807537969,609.5113,87.82344357977547
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,density_matched_clean,256,10,224,0.9880942275042444,0.0052691684299529,0.9972390924374196,0.0013337969952951,0.9464912280701754,0.0174061493741649,-0.0904620377397517,0.00689077622609,-0.0868759238257709,0.0064216781973461,,,,,-0.0868759238257709,0.0064216781973461,,,-0.0904620377397517,0.00689077622609,0.2833258695707029,0.0533081176915851,624.4349,41.08786497118095
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,exact_removed,128,10,224,0.9844722693831354,0.0067578745665288,0.9955563192907826,0.0032338078833001,0.9359649122807016,0.0121311363078395,-0.087449605584826,0.0141080163250112,-0.0824144558771471,0.0155414350324449,,,,,-0.0824144558771471,0.0155414350324449,,,-0.087449605584826,0.0141080163250112,0.2813804594380362,0.0438663807537969,583.7508,142.3508087148085
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,exact_removed,256,10,224,0.9880942275042444,0.0052691684299529,0.9972390924374196,0.0013337969952951,0.9464912280701754,0.0174061493741649,-0.0904620377397517,0.00689077622609,-0.0868759238257709,0.0064216781973461,,,,,-0.0868759238257709,0.0064216781973461,,,-0.0904620377397517,0.00689077622609,0.2833258695707029,0.0533081176915851,653.0537999999999,1.4865979819709365
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,nn08_removed,128,10,165,0.9794371196754564,0.0083782350066139,0.99390434851633,0.0043035212154569,0.9269523326572008,0.0106238230207143,-0.087449605584826,0.0141080163250112,-0.0824144558771471,0.0155414350324449,,,,,-0.0824144558771471,0.0155414350324449,,,-0.087449605584826,0.0141080163250112,0.2813804594380362,0.0438663807537969,599.2353,137.4951826705576
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,nn08_removed,256,10,165,0.9845081135902636,0.007210313203528,0.9962420388732024,0.0019065648212275,0.939642494929006,0.0211087887948059,-0.0904620377397517,0.00689077622609,-0.0868759238257709,0.0064216781973461,,,,,-0.0868759238257709,0.0064216781973461,,,-0.0904620377397517,0.00689077622609,0.2833258695707029,0.0533081176915851,645.4404000000001,16.871883648247454
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,scaffold_removed,128,10,165,0.9794371196754564,0.0083782350066139,0.99390434851633,0.0043035212154569,0.9269523326572008,0.0106238230207143,-0.087449605584826,0.0141080163250112,-0.0824144558771471,0.0155414350324449,,,,,-0.0824144558771471,0.0155414350324449,,,-0.087449605584826,0.0141080163250112,0.2813804594380362,0.0438663807537969,598.6433,130.60683548884415
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,scaffold_removed,256,10,165,0.9845081135902636,0.007210313203528,0.9962420388732024,0.0019065648212275,0.939642494929006,0.0211087887948059,-0.0904620377397517,0.00689077622609,-0.0868759238257709,0.0064216781973461,,,,,-0.0868759238257709,0.0064216781973461,,,-0.0904620377397517,0.00689077622609,0.2833258695707029,0.0533081176915851,652.7921,3.0343296607323373
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,standard,128,10,1200,0.8970226637983092,0.0118682091730596,0.985540304533168,0.0023517075732033,0.800588768115942,0.0109832334065521,-0.087449605584826,0.0141080163250112,-0.0824144558771471,0.0155414350324449,,,,,-0.0824144558771471,0.0155414350324449,,,-0.087449605584826,0.0141080163250112,0.2813804594380362,0.0438663807537969,605.1800999999999,93.4594960851491
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,standard,256,10,1200,0.897632189764493,0.009045071728046,0.9846122333957096,0.0017429242849501,0.8059329710144928,0.0140288935704108,-0.0904620377397517,0.00689077622609,-0.0868759238257709,0.0064216781973461,,,,,-0.0868759238257709,0.0064216781973461,,,-0.0904620377397517,0.00689077622609,0.2833258695707029,0.0533081176915851,650.8244,4.837298733797596
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,temporal_future,128,10,1146,0.6156422043602731,0.04117297917648,0.882773956478856,0.0162242615259834,0.5174438449680687,0.035100811838034,-0.087449605584826,0.0141080163250112,-0.0824144558771471,0.0155414350324449,,,,,-0.0824144558771471,0.0155414350324449,,,-0.087449605584826,0.0141080163250112,0.2813804594380362,0.0438663807537969,659.2443,31.040617204076323
chembl_bioactivity,hERG_pchembl5_temporal,smiles_gru,temporal_future,256,10,1146,0.6143063201937898,0.0554690487719501,0.8807434024546514,0.0201494592813795,0.5288548777802247,0.0365290945989746,-0.0904620377397517,0.00689077622609,-0.0868759238257709,0.0064216781973461,,,,,-0.0868759238257709,0.0064216781973461,,,-0.0904620377397517,0.00689077622609,0.2833258695707029,0.0533081176915851,660.2589999999999,6.406136011668805
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,density_matched_clean,128,10,49,0.6936111111111111,0.1132778322707078,0.955792278719897,0.0232532370305651,0.4944444444444444,0.0055555555555555,0.1469876854727397,0.1111329426301091,0.1185987965838508,0.0828767935548726,,,,,0.1330987965838508,0.1110475643920352,,,0.1469876854727397,0.1111329426301091,0.2997791995142538,0.0587515871046589,194.9684,50.25200595438952
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,density_matched_clean,256,10,49,0.7588888888888888,0.1070637862257246,0.964523066939986,0.0200728550552304,0.5047222222222223,0.0403313819546314,0.0791757462042788,0.1038411354159928,0.0654932065217391,0.0837230000330556,,,,,0.0618146350931676,0.1104572578332738,,,0.0791757462042788,0.1038411354159928,0.2788842321627648,0.0674183939211329,214.8025,7.785357541564807
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,exact_removed,128,10,49,0.6936111111111111,0.1132778322707078,0.955792278719897,0.0232532370305651,0.4944444444444444,0.0055555555555555,0.1469876854727397,0.1111329426301091,0.1185987965838508,0.0828767935548726,,,,,0.1330987965838508,0.1110475643920352,,,0.1469876854727397,0.1111329426301091,0.2997791995142538,0.0587515871046589,207.4732,21.34508805228969
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,exact_removed,256,10,49,0.7588888888888888,0.1070637862257246,0.964523066939986,0.0200728550552304,0.5047222222222223,0.0403313819546314,0.0791757462042788,0.1038411354159928,0.0654932065217391,0.0837230000330556,,,,,0.0618146350931676,0.1104572578332738,,,0.0791757462042788,0.1038411354159928,0.2788842321627648,0.0674183939211329,203.4336,30.02115415236396
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,nn08_removed,128,10,34,0.7075,0.1130050392190051,0.9383715389661544,0.0314725363687051,0.5,0.0,0.1469876854727397,0.1111329426301091,0.1185987965838508,0.0828767935548726,,,,,0.1330987965838508,0.1110475643920352,,,0.1469876854727397,0.1111329426301091,0.2997791995142538,0.0587515871046589,205.4758,23.488790385202897
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,nn08_removed,256,10,34,0.77625,0.1136522779260397,0.9497247854465252,0.0305971156308083,0.5125,0.0375,0.0791757462042788,0.1038411354159928,0.0654932065217391,0.0837230000330556,,,,,0.0618146350931676,0.1104572578332738,,,0.0791757462042788,0.1038411354159928,0.2788842321627648,0.0674183939211329,218.3529,2.1557646184126864
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,scaffold_removed,128,10,40,0.722,0.0849206111852807,0.9384127267362368,0.0274668749776576,0.5871428571428571,0.0076930925816207,0.1469876854727397,0.1111329426301091,0.1185987965838508,0.0828767935548726,,,,,0.1330987965838508,0.1110475643920352,,,0.1469876854727397,0.1111329426301091,0.2997791995142538,0.0587515871046589,197.1872,35.73131166302183
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,scaffold_removed,256,10,40,0.7725714285714285,0.086766870382182,0.9479397124022348,0.0269769052640001,0.5914285714285714,0.0272554057547698,0.0791757462042788,0.1038411354159928,0.0654932065217391,0.0837230000330556,,,,,0.0618146350931676,0.1104572578332738,,,0.0791757462042788,0.1038411354159928,0.2788842321627648,0.0674183939211329,218.4406,2.098233504641464
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,standard,128,10,1200,0.840598796583851,0.0039019737115453,0.9355309451579876,0.002789711646841,0.7405201863354037,0.0141593047682298,0.1469876854727397,0.1111329426301091,0.1185987965838508,0.0828767935548726,,,,,0.1330987965838508,0.1110475643920352,,,0.1469876854727397,0.1111329426301091,0.2997791995142538,0.0587515871046589,193.5736,40.93758312895376
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,standard,256,10,1200,0.8380646350931678,0.0043157495995512,0.9328923385816495,0.0033541695045693,0.7426475155279504,0.0088104562430926,0.0791757462042788,0.1038411354159928,0.0654932065217391,0.0837230000330556,,,,,0.0618146350931676,0.1104572578332738,,,0.0791757462042788,0.1038411354159928,0.2788842321627648,0.0674183939211329,210.647,15.29094320177797
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,temporal_future,128,10,281,0.540819597069597,0.0600275467444631,0.9768174028537197,0.0042047507309964,0.5331959706959707,0.0277881744689086,0.1469876854727397,0.1111329426301091,0.1185987965838508,0.0828767935548726,,,,,0.1330987965838508,0.1110475643920352,,,0.1469876854727397,0.1111329426301091,0.2997791995142538,0.0587515871046589,229.4445,39.04518980425117
chembl_bioactivity,CYP2D6_pchembl5_temporal,smiles_cnn,temporal_future,256,10,281,0.5591804029304029,0.0641964620046069,0.978716550745613,0.0043152849348651,0.5392399267399268,0.0146302494018619,0.0791757462042788,0.1038411354159928,0.0654932065217391,0.0837230000330556,,,,,0.0618146350931676,0.1104572578332738,,,0.0791757462042788,0.1038411354159928,0.2788842321627648,0.0674183939211329,254.0045,10.786642167514412
chembl_bioactivity,hERG_pchembl5_temporal,smiles_cnn,density_matched_clean,128,10,224,0.9949844368986982,0.0022119436046928,0.9989167485888848,0.0005616760091894,0.9573995472552348,0.0118794033780009,-0.0973852709868626,0.009672548653361,-0.095326797577008,0.0102112387312776,,,,,-0.095326797577008,0.0102112387312776,,,-0.0973852709868626,0.009672548653361,0.1996056072243219,0.0558919694478887,222.0077,4.175334718319
chembl_bioactivity,hERG_pchembl5_temporal,smiles_cnn,density_matched_clean,256,10,224,0.9946165817770232,0.0026603740246127,0.9988021894591098,0.0006647792175385,0.9558432371250708,0.0051935729310641,-0.1067948350982792,0.0051990643565649,-0.1049267320230816,0.0049287704690206,,,,,-0.1049267320230816,0.0049287704690206,,,-0.1067948350982792,0.0051990643565649,0.1731407843356477,0.0465754733660675,222.9483,8.47058177517932
chembl_bioactivity,hERG_pchembl5_temporal,smiles_cnn,exact_removed,128,10,224,0.9949844368986982,0.0022119436046928,0.9989167485888848,0.0005616760091894,0.9573995472552348,0.0118794033780009,-0.0973852709868626,0.009672548653361,-0.095326797577008,0.0102112387312776,,,,,-0.095326797577008,0.0102112387312776,,,-0.0973852709868626,0.009672548653361,0.1996056072243219,0.0558919694478887,211.7032,18.07255976778055
chembl_bioactivity,hERG_pchembl5_temporal,smiles_cnn,exact_removed,256,10,224,0.9946165817770232,0.0026603740246127,0.9988021894591098,0.0006647792175385,0.9558432371250708,0.0051935729310641,-0.1067948350982792,0.0051990643565649,-0.1049267320230816,0.0049287704690206,,,,,-0.1049267320230816,0.0049287704690206,,,-0.1067948350982792,0.0051990643565649,0.1731407843356477,0.0465754733660675,217.9956,11.33383050164418
chembl_bioactivity,hERG_pchembl5_temporal,smiles_cnn,nn08_removed,128,10,165,0.992925963488844,0.0029902744308061,0.9984055893767522,0.0007816252198472,0.9508113590263692,0.0116163399482305,-0.0973852709868626,0.009672548653361,-0.095326797577008,0.0102112387312776,,,,,-0.095326797577008,0.0102112387312776,,,-0.0973852709868626,0.009672548653361,0.1996056072243219,0.0558919694478887,220.0082,8.862724781916677
chembl_bioactivity,hERG_pchembl5_temporal,smiles_cnn,nn08_removed,256,10,165,0.9927484787018256,0.0036070953193987,0.998311915393062,0.0009256793275737,0.9530172413793104,0.0092182314962524,-0.1067948350982792,0.0051990643565649,-0.1049267320230816,0.0049287704690206,,,,,-0.1049267320230816,0.0049287704690206,,,-0.1067948350982792,0.0051990643565649,0.1731407843356477,0.0465754733660675,217.4286,11.628936298733434
chembl_bioactivity,hERG_pchembl5_temporal,smiles_cnn,scaffold_removed,128,10,165,0.992925963488844,0.0029902744308061,0.9984055893767522,0.0007816252198472,0.9508113590263692,0.0116163399482305,-0.0973852709868626,0.009672548653361,-0.095326797577008,0.0102112387312776,,,,,-0.095326797577008,0.0102112387312776,,,-0.0973852709868626,0.009672548653361,0.1996056072243219,0.0558919694478887,218.2452,8.859233948824242
chembl_bioactivity,hERG_pchembl5_temporal,smiles_cnn,scaffold_removed,256,10,165,0.9927484787018256,0.0036070953193987,0.998311915393062,0.0009256793275737,0.9530172413793104,0.0092182314962524,-0.1067948350982792,0.0051990643565649,-0.1049267320230816,0.0049287704690206,,,,,-0.1049267320230816,0.0049287704690206,,,-0.1067948350982792,0.0051990643565649,0.1731407843356477,0.0465754733660675,219.17400000000004,10.126525850458297
chembl_bioactivity,hERG_pchembl5_temporal,smiles_cnn,standard,128,10,1200,0.8975991659118359,0.009086656357331,0.9843789055967664,0.0016606934576774,0.7995923913043478,0.0120056563434285,-0.0973852709868626,0.009672548653361,-0.095326797577008,0.0102112387312776,,,,,-0.095326797577008,0.0102112387312776,,,-0.0973852709868626,0.009672548653361,0.1996056072243219,0.0558919694478887,218.6045,9.108159289889477
chembl_bioactivity,hERG_pchembl5_temporal,smiles_cnn,standard,256,10,1200,0.887821746678744,0.0058501187309437,0.9822458670816276,0.0012799067570518,0.8016757246376812,0.0162693364023651,-0.1067948350982792,0.0051990643565649,-0.1049267320230816,0.0049287704690206,,,,,-0.1049267320230816,0.0049287704690206,,,-0.1067948350982792,0.0051990643565649,0.1731407843356477,0.0465754733660675,221.6109,9.618315179385627
chembl_bioactivity,hERG_pchembl5_temporal,smiles_cnn,temporal_future,128,10,1146,0.6979935586875137,0.0507901794172564,0.903894192380795,0.0170301125006307,0.5861704470380973,0.0608357010588527,-0.0973852709868626,0.009672548653361,-0.095326797577008,0.0102112387312776,,,,,-0.095326797577008,0.0102112387312776,,,-0.0973852709868626,0.009672548653361,0.1996056072243219,0.0558919694478887,223.1403,6.594955193934224
