source_name,task_name,model_id,split_name,hidden_dim,seeds,test_n,auroc_mean,auroc_std,auprc_mean,auprc_std,balanced_accuracy_mean,balanced_accuracy_std,exposure_delta_mean,exposure_delta_std,scaffold_exposure_delta_mean,scaffold_exposure_delta_std,nn06_exposure_delta_mean,nn06_exposure_delta_std,nn07_exposure_delta_mean,nn07_exposure_delta_std,nn08_exposure_delta_mean,nn08_exposure_delta_std,nn09_exposure_delta_mean,nn09_exposure_delta_std,density_matched_delta_mean,density_matched_delta_std,temporal_drop_mean,temporal_drop_std,runtime_sec_mean,runtime_sec_std,source_output_dir
chembl_bioactivity,DILI_hepatotoxicity_binary_temporal,smiles_gru,scaffold_removed,128,5,12,0.59,0.1562049935181331,0.904034632034632,0.0407972027986373,0.49,0.1113552872566004,,,0.1015657036346691,0.1696950184643063,,,,,,,,,,,,,84.141,0.6024606211197561,/mnt/data1/zetyun/MolTrustBench/runs/dili_hepatotoxicity_sequence_gpu1_3_20260529T072404Z/jobs/smiles_gru
chembl_bioactivity,DILI_hepatotoxicity_binary_temporal,smiles_gru,scaffold_removed,256,5,12,0.44,0.1959591794226542,0.856018759018759,0.0556399221008786,0.43,0.0678232998312527,,,0.2024044734389562,0.2220799894195194,,,,,,,,,,,,,80.4656,3.36832745439038,/mnt/data1/zetyun/MolTrustBench/runs/dili_hepatotoxicity_sequence_gpu1_3_20260529T072404Z/jobs/smiles_gru
chembl_bioactivity,DILI_hepatotoxicity_binary_temporal,smiles_gru,standard,128,5,103,0.6915657036346692,0.035316917472056,0.8541105270982392,0.0204329603670872,0.6464585274930104,0.0339108386306112,,,0.1015657036346691,0.1696950184643063,,,,,,,,,,,,,84.52199999999999,0.5349628024451772,/mnt/data1/zetyun/MolTrustBench/runs/dili_hepatotoxicity_sequence_gpu1_3_20260529T072404Z/jobs/smiles_gru
chembl_bioactivity,DILI_hepatotoxicity_binary_temporal,smiles_gru,standard,256,5,103,0.6424044734389562,0.0369837472769164,0.8223206704508115,0.0239902121626456,0.6010251630941286,0.0400909717353408,,,0.2024044734389562,0.2220799894195194,,,,,,,,,,,,,78.195,5.833767256241891,/mnt/data1/zetyun/MolTrustBench/runs/dili_hepatotoxicity_sequence_gpu1_3_20260529T072404Z/jobs/smiles_gru
chembl_bioactivity,DILI_hepatotoxicity_binary_temporal,smiles_transformer,scaffold_removed,128,5,12,0.61,0.1529705854077835,0.9043751803751804,0.0566110747202003,0.56,0.1157583690279022,,,0.0417707362534949,0.157856367672556,,,,,,,,,,,,,34.5972,0.0533719027204369,/mnt/data1/zetyun/MolTrustBench/runs/dili_hepatotoxicity_sequence_gpu1_3_20260529T072404Z/jobs/smiles_transformer
chembl_bioactivity,DILI_hepatotoxicity_binary_temporal,smiles_transformer,scaffold_removed,256,5,12,0.4599999999999999,0.2477902338672773,0.8720490620490621,0.0612541754286348,0.45,0.0316227766016837,,,0.1632525629077353,0.2315381141413619,,,,,,,,,,,,,26.913400000000003,9.99491137729595,/mnt/data1/zetyun/MolTrustBench/runs/dili_hepatotoxicity_sequence_gpu1_3_20260529T072404Z/jobs/smiles_transformer
chembl_bioactivity,DILI_hepatotoxicity_binary_temporal,smiles_transformer,standard,128,5,103,0.6517707362534949,0.0073199423917461,0.8144755647981968,0.0064530618529012,0.594408201304753,0.0357480512100437,,,0.0417707362534949,0.157856367672556,,,,,,,,,,,,,34.794799999999995,0.4050606868112472,/mnt/data1/zetyun/MolTrustBench/runs/dili_hepatotoxicity_sequence_gpu1_3_20260529T072404Z/jobs/smiles_transformer
chembl_bioactivity,DILI_hepatotoxicity_binary_temporal,smiles_transformer,standard,256,5,103,0.6232525629077352,0.0492839772715453,0.8123104313452023,0.0227638378003562,0.5445013979496738,0.0288800598744749,,,0.1632525629077353,0.2315381141413619,,,,,,,,,,,,,28.9872,9.343206845617836,/mnt/data1/zetyun/MolTrustBench/runs/dili_hepatotoxicity_sequence_gpu1_3_20260529T072404Z/jobs/smiles_transformer
chembl_bioactivity,DILI_hepatotoxicity_binary_temporal,smiles_cnn,scaffold_removed,128,5,12,0.7899999999999999,0.1319090595827291,0.9564408369408368,0.0344072968685007,0.57,0.1248999599679679,,,-0.0334762348555452,0.1221555611472965,,,,,,,,,,,,,21.3368,0.0443864844293849,/mnt/data1/zetyun/MolTrustBench/runs/dili_hepatotoxicity_sequence_gpu1_3_20260529T072404Z/jobs/smiles_cnn
chembl_bioactivity,DILI_hepatotoxicity_binary_temporal,smiles_cnn,scaffold_removed,256,5,12,0.86,0.0374165738677393,0.9751111111111112,0.0078441611532101,0.6399999999999999,0.0969535971483265,,,-0.1016123019571295,0.0352470105364722,,,,,,,,,,,,,20.8862,0.9643566560147764,/mnt/data1/zetyun/MolTrustBench/runs/dili_hepatotoxicity_sequence_gpu1_3_20260529T072404Z/jobs/smiles_cnn
